field,location,year,loc_year,planted,panel,genotype,continent,elevation,STD,EMD,GER,ELN,EPH,PH,P_INT,P_EXT,P_PAT,M_DEN,M_PAT,DTS,DTA,TBN,TL,PE,EH,EN,CE_20_3,DG_34_2,DG_36_4,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3,PC_32_0,PC_32_1,PC_32_2,PC_33_2,PC_34_1,PC_34_2,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_35_3,PC_36_2,PC_37_3,PC_38_2,PC36_1,PE_34_2,SM_D32_1,SM_D36_1,TG_46_0,TG_46_3,TG_48_0,TG_48_1,TG_48_2,TG_48_3,TG_50_0,TG_50_1,TG_50_2,TG_50_3,TG_50_4,TG_50_5,TG_52_0,TG_52_1,TG_52_2,TG_52_3,TG_52_4,TG_52_5,TG_52_6,TG_54_1,TG_54_2,TG_54_3,TG_54_4,TG_54_5,TG_54_6,TG_54_8,TG_56_4
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-000686,Mex,Low,7,64,7,5,46,245,4,100,3,3,1,155,152,14,39,7,165,NA,NA,NA,NA,105177,NA,172750,3866997,1301661,117540,35733,14832,35527,423809,4020912,2390748,42817,NA,57420,47708,120560,16574,13033,35410,269079,NA,47597,NA,NA,44135,6918,5519,NA,36976,23141,201523,148192,NA,9881,46531,2164,40117,112377,NA,NA,31866,NA,11085,20762,52725,125494,NA,NA,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-017793,Mex,Low,4,64,6,2,35,NA,2,75,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,23241,1078,141889,9311,88511,2232235,1315488,50735,16254,17869,51648,130886,2977098,2382910,22414,NA,37491,62433,86351,NA,2574,8317,180848,2096,NA,NA,9807,1855,NA,NA,6981,NA,1722,23948,38769,1987,9699,NA,NA,2567,10872,53782,131827,180450,NA,NA,1912,2356,14291,NA,NA,974
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-002345,Mex,Low,5,64,4,4,55,230,2,100,2,2,1,151,149,15,39.5,5,125,1,NA,13295,4521,76142,7962,110970,2810349,571580,23454,4145,13977,137860,116630,2924738,1601667,21704,NA,34619,48140,80493,NA,2545,8596,116121,2800,NA,NA,11811,9485,NA,NA,8853,NA,15356,104422,73546,1688,14902,NA,NA,28173,39836,208072,346619,239232,NA,NA,14831,25952,46594,NA,NA,2778
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-003229,Mex,Low,7,64,7,5,57,310,2,50,2,2,1,155,157,27,54,5,210,1,NA,17865,8189,93287,7769,67440,2500600,976110,43765,10291,17592,20721,163831,3212630,1702062,16514,NA,35186,28218,100697,NA,9256,8560,208538,2199,NA,NA,10430,1319,NA,NA,7199,NA,5650,51508,36622,6651,14626,NA,NA,12651,28093,176673,256954,148056,NA,NA,7798,17307,45568,NA,NA,834
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-012290,SA,High,10,31,10,6,142,208,2,25,0,1,1,NA,57,9,150,7,117,1,25022,93347,39703,70745,10320,196077,1913438,1932081,56255,1523,8081,23688,195664,1912616,1852813,23005,NA,49972,32953,147352,NA,8582,18393,157140,16311,NA,3548,NA,34983,NA,NA,NA,NA,18252,25809,NA,NA,NA,NA,NA,27531,20946,176900,323914,251393,NA,4842,8038,36933,61172,196263,593615,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-014578,SA,Low,8.5,64,10,4,43,212.5,1.5,75,2,2.5,1,152,149,21,36.5,8.5,138.5,1.5,6251,139839,73304,93784,6847,205758,2709192,488150,53396,19461,23095,29036,421370,4646807,2604574,24174,NA,63016,37148,163978,11100,10984,20832,239684,6003,17477,4291,NA,4536,7722,7047,NA,7200,18640,125815,85916,NA,14501,12670,7298,30934,63665,342915,501053,189055,NA,5400,15801,42543,88062,157841,244605,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-018374,Mex,High,9,64,8,5,104,235,2,100,2,3,3,107,104,3,46,9,125,2,NA,20524,14045,133019,8935,118489,1911766,803713,9896,2167,12444,108990,114878,2831921,1203319,21285,NA,27227,223025,72399,NA,1932,4892,124411,2417,NA,NA,29940,10940,NA,NA,25441,NA,16950,129488,99736,20230,64927,NA,NA,33176,78233,524839,868635,428803,NA,NA,17929,54335,143562,NA,NA,4094
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-011854,SA,Low,3,64,3,5,42.5,168.5,1.5,25,2,1,1,139,137,11.5,42.5,2,95,2,NA,13981,6017,264394,20663,160754,2367216,436464,49897,10221,16572,111281,112868,3141394,1600039,13959,NA,53921,28847,95296,NA,8481,8342,178025,2822,NA,NA,6480,2494,NA,NA,2934,NA,7477,64511,53138,7902,10097,NA,NA,16176,29531,282664,459766,250301,NA,NA,7836,22912,58409,NA,NA,2285
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-001968,Mex,High,4,64,4.5,4.5,56,232.5,1,100,2,3,1,136,135,12,40.5,4,135,2,NA,24430,12262,88468,13272,156512,2146716,448763,15136,4298,13862,60066,160672,2820522,1732028,21478,NA,38236,44816,142335,NA,12265,12002,131635,4904,NA,NA,11164,2188,NA,NA,4206,NA,8100,49920,51793,9048,25866,NA,NA,16688,35342,259806,506542,378810,NA,NA,10494,31584,88188,NA,NA,4054
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-024925,SA,High,2,31,8,5,147,166,1,25,0,NA,NA,NA,NA,NA,NA,1,71,1,13109,121976,34176,55528,6233,96038,1877645,1667974,51015,5941,4986,45263,285229,2547968,2358512,36635,NA,37512,75476,113837,NA,7670,18521,54925,7659,NA,2273,NA,27782,NA,NA,NA,NA,2109,14783,NA,NA,NA,NA,NA,3921,14571,366930,102774,300982,NA,2088,4488,32801,64975,309419,371064,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-018202,SA,High,10,64,8,6,79,175,2,100,3,3,2,119,117,26,40,7,100,1,5904,113508,97312,61769,6675,105826,2477658,946294,15564,4032,13095,22793,219087,NA,2115042,22448,NA,35693,30036,126727,NA,8518,13030,84289,3496,NA,3017,NA,1646,NA,NA,NA,NA,5587,15321,NA,NA,NA,NA,NA,7922,33128,211596,331499,185034,NA,1128,7382,30368,108515,306907,739410,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-024848,SA,High,10,64,10,5,80,194,2,75,2,2,1,114,112,15,37,10,85,1,NA,64240,35856,185978,18041,52290,1512558,441453,21682,4734,6752,108333,120482,2624290,1115977,26960,NA,21375,107957,149214,NA,3408,4744,184895,1889,NA,NA,3258,4295,NA,NA,2819,NA,14682,130741,89037,14863,18670,NA,NA,43036,88284,1112251,1610987,769209,NA,NA,20795,122343,310973,NA,NA,13420
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-000645,Mex,Low,8.5,64,9,5,45.5,225,1,37.5,2,2,1,133,132,11.5,41,8.5,122.5,1.5,14051,43884,34414,88262,12467,135230,1966346,589650,68784,9173,29699,30632,212726,2868142,2239838,21853,NA,62048,35312,192912,NA,12308,17658,345782,4914,NA,5028,1024,1658,NA,NA,407,NA,8004,16068,5874,498,1073,NA,NA,11236,18428,74884,107940,85515,NA,3294,6155,17348,33069,151554,305002,579
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-010248,SA,Low,7,64,9,5,66,292.5,1,75,2,2,1,NA,95,25,52,7,195,1,NA,15507,7329,83900,6404,97657,2436903,613740,15206,4369,11190,21828,152279,3272571,1621297,12981,NA,28242,23829,78228,NA,9140,7835,96723,1600,NA,NA,3190,3519,NA,NA,1335,NA,6347,48626,29907,1214,6447,NA,NA,12705,19926,155854,233313,123536,NA,NA,6315,15418,31712,NA,NA,1087
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-008993,SA,Low,9,64,10,5,52,220,2,75,3,3,1,155,154,17.5,45.5,8,180,NA,NA,NA,NA,83275,NA,68979,2692749,1738974,20640,18432,18418,22111,226742,4030659,3153043,23874,NA,68673,75621,376123,17536,17380,16839,304435,NA,4095,NA,NA,5631,4470,4894,NA,3635,9616,128963,175641,NA,9853,6447,3724,40871,59743,NA,NA,27148,NA,13034,17539,37054,101775,NA,NA,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-016261,Mex,Low,8.5,64,9,4,36,223.75,1.5,50,2,2.5,1,157,NA,24.5,31.5,3.5,129.5,0.5,NA,5828,5574,80916,8984,89000,1906493,515069,28302,11330,17478,55842,158990,3311429,1966454,27390,NA,41896,32538,133644,NA,10356,11722,154552,2178,NA,NA,1480,2044,NA,NA,741,NA,6589,37948,30875,1430,1967,NA,NA,16548,22074,108872,182621,137919,NA,NA,7057,17626,37816,NA,NA,1062
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-026062,SA,Low,6,31,10,7,186,236,1,25,0,4,1,50,49,17,400,6,145,1,71563,173517,73516,69978,7426,137313,1253077,895691,73325,13081,3918,28245,226542,2048982,1831921,16727,NA,37963,45948,95608,NA,9447,17099,43948,17112,NA,7088,NA,40661,NA,NA,NA,NA,16304,92558,NA,NA,NA,NA,NA,28627,53876,499080,1015476,978120,NA,10722,6005,90207,164619,403133,1896050,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-007937,Mex,High,9.5,64,9,6.5,80,148.5,3,87.5,2.5,1.5,2,100.5,98.5,4,33.25,9.5,58.5,1,NA,15411,8071,75293,7490,54131,1235478,610768,19789,16708,27968,31432,336856,4369052,2154466,30009,NA,33022,96840,270467,16335,14198,17781,203490,1540,5204,NA,21918,7184,5577,11542,15780,2552,7206,75454,59506,9685,46767,6232,5055,25807,52984,223096,339695,105730,NA,8581,14074,43664,100869,NA,NA,4932
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-023628,Mex,Low,9.5,31,9.5,6.5,187.5,267,1.5,37.5,1.5,2,2.5,57,56,15,490,9,173,1.5,25011,91067,26862,106394,14861,112150,1527002,1484286,53626,17809,27798,43372,748030,3403443,2273906,49748,10448,58534,61036,390868,13044,10910,41036,289008,9355,NA,4301,NA,15322,4719,NA,NA,1932,19988,42172,12604,1404,2776,NA,5066,28615,48158,283254,449886,416122,2410,15580,14686,64094,144210,253883,995033,1104
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-008361,SA,High,9,64,9,5,65,255,4,100,3,2,1,131,128,22,40,9,130,2,NA,NA,16908,122885,24097,179322,3164010,1002936,40505,35965,35739,40477,524193,6254368,3357154,19002,3354,65975,46011,194953,13830,15935,22676,74994,NA,NA,NA,NA,9178,1974,NA,NA,2273,19609,115910,72494,8836,3764,NA,2164,29572,50677,296218,465084,NA,2467,3376,11461,30302,55865,NA,NA,2167
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-008102,Mex,High,9,64,9,5,74,275,3,100,3,3,3,118,116,11,40,9,160,2,2590,99462,63194,45237,4603,154968,1884899,678794,14614,1790,9146,97156,206641,2122155,1630531,22315,NA,32088,30751,86255,NA,2667,16677,133028,1868,NA,21856,NA,87824,NA,NA,NA,NA,11883,63689,NA,NA,NA,NA,NA,23262,55097,321092,532127,384930,NA,7348,12667,80623,124617,374247,458098,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-014311,SA,Low,10,64,10,5,66,265,2,75,2,2,1,151,154,15,45,8,185,1,NA,31635,13010,76744,12933,65335,2011245,363792,34364,8991,28659,32721,161548,3399113,1334140,14216,NA,48821,32495,195176,NA,11103,10569,210475,2041,NA,NA,23783,5980,NA,NA,16419,NA,6845,44162,28663,13032,30974,NA,NA,17378,31550,234659,292291,135178,NA,NA,9344,32471,73460,NA,NA,6269
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-025289,Mex,Low,7,31,7,6,180,220,0,0,0,2,3,58,57,17,460,7,156,1,15784,71472,29058,107822,7240,56542,1439240,1216061,81376,17733,20832,69394,344922,1780906,1780865,58599,NA,73779,82433,241299,NA,14477,21046,119338,17353,NA,6588,NA,64322,NA,NA,NA,NA,36527,29890,NA,NA,NA,NA,NA,38522,31870,85114,157638,164817,NA,16807,14727,37343,50115,170369,1180911,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-015009,SA,High,5,31,7,6,165,172,2,75,0,3,1,47,46,12,350,4,88,2,22170,91598,40288,83641,7691,62608,1318939,1016836,30799,7863,11500,53451,335502,1581581,1581707,37721,NA,57674,65320,166568,NA,7633,18973,225635,13914,NA,6386,NA,62198,NA,NA,NA,NA,22759,52595,NA,NA,NA,NA,NA,27552,30355,324344,762188,690201,NA,12835,6243,62955,94340,269319,1097634,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-000686,Mex,Low,4.5,31,5.5,5.5,183.5,253,2,75,0.5,3,1,57,56.5,16.5,435,4.5,164,1.5,4557,105909,25990,125036,12416,54842,990056,827036,60414,17054,20711,63766,548054,3907002,3134828,44194,9346,58085,64927,270180,14271,5793,28616,233752,12948,NA,1726,NA,16230,8553,NA,NA,5993,14294,53476,56848,6344,6421,NA,9870,30072,96244,374624,368954,146335,6605,11861,26708,64784,127351,215044,227511,5384
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-012541,SA,High,8,64,8.5,5,80,235,2,87.5,2.5,1,0.5,119.5,117.5,23,44.5,8,133.5,1,NA,43272,4764,189108,30557,96092,1998318,541078,43256,15795,12942,68834,325742,3776346,2429326,21928,NA,52801,53377,321998,11881,23270,29699,90546,5919,53096,NA,1688,13950,4585,4259,1624,27395,9716,54798,65677,3575,7900,27643,2266,22418,38708,380614,1037316,608580,NA,5119,8840,40598,128082,NA,NA,2500
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-014287,SA,Low,6,64,7,3,50,207.5,2,100,2,0,0,154,152,15,38.5,6,147.5,2,NA,1871,1537,103248,10265,99853,1569058,742588,11116,9399,28527,24069,286329,3728128,1936940,23442,NA,37398,32461,422912,NA,19749,23653,193897,2172,NA,NA,790,5136,NA,NA,502,NA,12888,21355,11909,1041,701,NA,NA,17083,28934,75733,91860,40913,NA,NA,8377,15928,25171,NA,NA,595
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-011854,SA,Low,5,31,6,7,156,190,0,0,0,4,1,55,54,14,405,5,130,2,23163,83626,37590,91988,7693,86604,1524557,1027776,83646,16428,25161,37243,513862,1722914,1723088,35603,NA,101227,72252,263642,NA,9455,26368,201609,14991,NA,1709,NA,23114,NA,NA,NA,NA,2344,22627,NA,NA,NA,NA,NA,6915,10998,310206,206177,282368,NA,2999,3164,32540,49593,301611,645997,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-012342,SA,High,7,64,9,4,92,244,3,100,3,2.5,1.5,127,125,30,51,7,120,1.5,NA,20944,6066,44772,7096,44510,1026678,137691,21018,9322,13033,55065,149950,1747531,716574,8155,NA,37556,35191,156644,NA,1026,24470,94425,43397,NA,NA,9019,9433,NA,NA,2320,NA,238585,457346,110223,15895,10407,NA,NA,952734,1419625,572422,206109,87149,NA,NA,903109,996533,524187,NA,NA,27481
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-025041,Mex,Low,7,31,10,6,177,290,1,25,0,4,1,57,57,16,470,7,194,2,17287,67432,31393,89954,6777,50407,1441272,1091066,67327,13574,22376,49053,394179,1775878,1776066,42680,NA,72707,65979,178406,NA,10995,18365,197380,13765,NA,3780,NA,26207,NA,NA,NA,NA,7303,32133,NA,NA,NA,NA,NA,13369,19201,149130,285601,265710,NA,7121,2499,35204,61081,176503,807125,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-010234,Mex,High,8,64,9,5,115,200,2,100,3,4,3,100.5,100,6.5,36.25,8,91,1,NA,15525,9258,91402,4386,57133,931041,595562,9349,6758,11272,20967,200944,2759605,1996030,21822,NA,12956,73934,75975,NA,1771,9182,157769,2720,NA,NA,11155,6938,NA,NA,9572,NA,14862,114499,136794,9556,16873,NA,NA,26198,69808,432400,859362,634450,NA,NA,13244,38188,112385,NA,NA,7680
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-015086,SA,Low,7,31,5,7,142,212,2,25,0,2,1,57,56,19,380,7,132,1,20311,94998,39853,130062,7561,106081,1277955,991430,74561,20324,21280,56064,683392,1687058,1687059,41213,NA,106505,119933,305138,NA,12657,28343,79631,7050,NA,3385,NA,30532,NA,NA,NA,NA,20963,71209,NA,NA,NA,NA,NA,42083,47407,234635,439273,429785,NA,7441,11641,63071,78325,165024,752514,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-007076,Mex,Low,8,64,9,5,45,225,1,87.5,1,2,1,139,137,10.5,47,8,117.5,1.5,NA,15960,7433,67032,8120,28484,1105613,553727,17336,22293,21460,58209,157828,3035764,2284611,19167,NA,29870,37778,159099,NA,12295,12730,294533,9915,NA,NA,848,6208,NA,NA,590,NA,540138,391728,95012,6614,6273,NA,NA,619537,196333,220859,495298,434361,NA,NA,147053,38107,61657,NA,NA,4759
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-009025,SA,Low,8,64,9,4,42,210,1,75,2,2,1,154,153,21.5,49,7,132,1,NA,17097,5704,97399,5441,75146,1660593,353264,66275,15386,31368,29079,252929,3610550,1563507,19981,NA,46724,26101,135646,NA,8490,10020,352187,2255,NA,NA,4135,1269,NA,NA,1439,NA,3781,16622,11979,4517,7501,NA,NA,7669,18658,120712,157658,67444,NA,NA,6166,16322,54450,NA,NA,857
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-028912,SA,Low,8,31,10,7,161,244,0,0,0,4,1,58,56,35,470,8,154,2,19461,99627,29337,76648,5133,76651,1305348,1034054,52086,11679,13427,39960,415795,2180959,2181539,47842,NA,58291,73857,157359,NA,3839,28157,81251,10153,NA,6108,NA,31204,NA,NA,NA,NA,28290,41970,NA,NA,NA,NA,NA,34209,36362,110089,246995,337998,NA,20947,16821,37607,43587,82388,449934,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-007937,Mex,High,7,31,6,3,157,154,0,0,0,0,0,36,34,7,460,7,68,1,26449,167747,104966,106040,5197,20650,996668,660074,40036,11966,10892,26369,229164,1985993,1682044,31242,NA,22556,39656,165316,NA,3438,14084,518601,5107,NA,14071,NA,182672,NA,NA,NA,NA,22113,125118,NA,NA,NA,NA,NA,44750,62793,513418,829337,482329,NA,11624,11715,99534,141903,518100,1256955,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-018676,SA,High,6,31,9,6,163,202,0,0,0,2,1,56,54,22,375,6,118,2,31635,59640,24451,116039,9465,49262,814412,893804,73444,8659,9537,47627,195112,1547890,1548301,50798,NA,70472,97558,168085,NA,8972,14734,76619,17929,NA,7150,NA,51529,NA,NA,NA,NA,166381,310553,NA,NA,NA,NA,NA,285767,323030,426048,518642,936993,NA,61895,129694,377659,167017,138611,851678,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-023971,Mex,Low,8,31,9,6,160,202,2,25,0,2,1,53,52,20,410,8,156,2,2323,107779,43026,101251,8723,38739,1351212,963125,91359,16356,18074,59607,240679,2209822,2210205,46357,NA,75978,81970,198287,NA,10817,14682,113281,14169,NA,1396,NA,22462,NA,NA,NA,NA,1436,8814,NA,NA,NA,NA,NA,3590,32278,342272,30736,128676,NA,2118,16866,38471,53660,200901,116537,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-013920,Mex,High,4,31,4,4,141,183,1,100,0,3,3,58,56,11,400,4,110,3,8913,88072,44286,79791,3548,89682,1124265,1125063,50510,12326,23007,29430,383641,1748050,1748177,1434047,NA,60280,99794,164783,NA,10375,24166,90286,8812,NA,2593,NA,20338,NA,NA,NA,NA,5217,15561,NA,NA,NA,NA,NA,11712,10787,87184,94063,121498,NA,5487,4338,18176,23518,156189,791232,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-000449,Mex,Low,2,31,2,6,144.5,235,0,0,0,3,2,51,52,16,490,2,147,3,22123,81664,37267,103141,7097,51451,1336157,891573,97696,20322,19219,44050,364991,2098704,2098756,50106,NA,89455,87671,210771,NA,9992,19661,54511,9295,NA,2262,NA,26436,NA,NA,NA,NA,2667,25147,NA,NA,NA,NA,NA,9782,8104,104132,156356,236449,NA,4260,5105,22990,28830,72948,355814,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-007076,Mex,Low,9,31,8,6,145,230,0,0,0,3,1,57,56,14,360,9,118,1,22196,67117,34756,80026,7258,34464,1127168,774605,45936,15213,33229,72547,480985,1539442,1539478,49568,NA,84761,74151,380853,NA,14765,30624,362890,12457,NA,9229,NA,93607,NA,NA,NA,NA,27100,47186,NA,NA,NA,NA,NA,29566,31945,232192,486130,391590,NA,12194,3846,51636,76016,231294,1060372,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-005460,Mex,Low,7,31,8,6,148,228,0,0,0,4,1,61,59,15,390,7,167,3,30795,92283,37922,97385,11976,43923,1090473,905229,102434,11803,11580,111275,155104,2087062,2088126,45749,NA,99392,121559,317327,NA,13889,18612,80729,13739,NA,2749,NA,28092,NA,NA,NA,NA,2008,29652,NA,NA,NA,NA,NA,13360,25793,109051,201513,416937,NA,5255,10535,29208,75186,64206,648219,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-012541,SA,High,5.5,31,5.5,5,165,209,1,12.5,1.5,2,0.5,55.5,54,17.5,465,5,133,2,27539,71040,25189,94598,15156,83369,1380594,821245,57360,16056,24122,140244,757098,4322299,2570294,53748,12682,127130,134031,704402,16626,16514,52307,270310,7564,NA,3246,NA,18902,8560,NA,NA,2981,23208,34728,13899,1388,1946,NA,6878,34333,45762,217694,327972,283481,3876,17194,19900,50362,105451,165003,850411,1423
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-016642,Mex,High,5,31,8,6,170,210,0,0,0,4,1,50,52,17,330,4,118,2,6555,107248,60643,172904,16734,37651,1116913,581158,46011,12826,21287,65764,378156,1557444,1557607,47854,NA,76644,64929,743805,NA,23330,34174,249920,11700,NA,7610,NA,71402,NA,NA,NA,NA,9126,74371,NA,NA,NA,NA,NA,25203,24574,293263,555267,367542,NA,9806,12272,93551,121596,256917,854481,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-008367,SA,Low,5,64,6,4,48,220,2,62.5,2,0,0,145,139,22.5,44,4,145,NA,NA,NA,17445,125832,25838,85720,2222844,718100,87359,21240,51805,48951,484145,6142948,3060578,28385,7270,95807,44274,376224,13819,17689,24214,226223,NA,NA,NA,NA,7977,1768,NA,NA,1796,6272,99424,58946,2176,5469,NA,2176,26912,45529,312435,439367,NA,1772,6070,10261,33146,64784,NA,NA,2323
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-000547,Mex,Low,5,31,6,6,155,272,1,25,0,2,1,62,57,12,406,5,196,2,NA,NA,NA,108232,NA,131807,1416645,1132557,77053,15337,14587,47772,933655,4183163,4040654,47720,NA,66415,99839,326307,8474,11028,47234,85253,NA,4265,NA,NA,2566,2727,2399,NA,2339,10332,24369,28290,NA,3653,4420,4948,13908,32451,NA,NA,14833,NA,4033,7866,19890,64019,NA,NA,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-000554,Mex,High,6,31,9,5,148,188,0,0,0,3,1,51,50,17,490,6,82.5,1,23856,97310,40781,113625,10969,38455,1142801,715381,75365,15351,22722,67709,270442,1911331,1911495,44370,NA,73874,67488,340367,NA,11890,20686,125222,11164,NA,7360,NA,77642,NA,NA,NA,NA,9130,69995,NA,NA,NA,NA,NA,22853,24508,182302,408421,462925,NA,7450,13327,50117,77496,113032,583133,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-019483,Mex,High,7,31,8,7,165,152,0,0,0,2,3,43,41,16,270,7,100,2,9695,109347,48593,121327,8169,223587,1197671,514937,119282,15295,21201,69137,1049054,1772603,1772788,37979,NA,100318,69118,335405,NA,11102,58696,113591,10452,NA,2176,NA,21715,NA,NA,NA,NA,3457,20992,NA,NA,NA,NA,NA,12282,13798,218526,146146,193322,NA,5301,5786,41548,66833,295966,660756,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-005266,Mex,High,9,64,9,5,66,370,1,100,2,3,1,141,139,18,46,9,235,1,NA,NA,NA,112791,NA,67620,1730920,659782,28203,32474,38804,75266,527560,5078662,3219307,32898,NA,52019,68324,333840,15632,12472,26127,493002,NA,3374,NA,NA,5237,9033,9404,NA,5011,13530,95596,87862,NA,31671,7370,4704,29581,47571,NA,NA,23166,NA,6897,14783,32779,73701,NA,NA,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-024902,SA,High,6,31,8.5,5,153.5,150,2,37.5,0,1.5,0.5,NA,NA,13,340,4.5,94,1.5,13467,124735,35832,80628,7132,26843,678627,466037,54196,20562,24831,71614,662790,3986170,3374086,41568,13322,55473,80104,441496,12329,6272,35098,464987,14490,NA,1749,NA,16478,7356,NA,NA,5454,8476,27866,24649,2533,2624,NA,6441,14393,25598,263448,263486,176715,5223,4582,10583,33328,68156,202830,277812,1137
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-016818,SA,Low,8,31,8,5.5,176,182,1.5,25,0,0,0,45.5,44.5,19,530,8,115,2,8447,58592,35739,112718,7382,54856,649376,384470,61224,15214,22350,63813,707326,2605890,2109716,46542,NA,81421,102314,458385,NA,10307,40420,185421,3974,NA,1518,537,12760,NA,NA,255,NA,4163,9164,6411,606,1336,NA,NA,6407,15525,130074,84642,87704,NA,2451,7210,20359,40694,180454,302256,413
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-007294,Mex,Low,8.5,31,9,5,159.5,198,0,0,0,2,0.5,38,45,11.5,430,8.5,87,2,14921,118574,74387,149118,9838,52813,981274,347736,72788,12832,28953,74530,510546,1641977,1635224,50470,NA,105070,62867,449384,NA,15132,32653,205884,8416,NA,11209,NA,93731,NA,NA,NA,NA,16643,64304,NA,NA,NA,NA,NA,33277,48908,317684,424698,295015,NA,13466,18356,98564,127505,418066,819179,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-017379,SA,Low,9,31,9,5,190,232,2,25,3,2,3,59,58,24,335,8,164,1,15831,94706,58419,47554,8283,53613,1337821,340104,64243,1199,14585,33854,201708,2074333,1966254,29601,NA,58885,23604,243807,NA,8831,23932,201923,6184,NA,19415,NA,186241,NA,NA,NA,NA,19352,36647,NA,NA,NA,NA,NA,18413,17843,184857,309117,229395,NA,3541,8224,42730,63666,323655,767386,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-017379,SA,Low,6,64,7,5,48,250,2,100,3,2,1,146,141,20,41,6,175,2,NA,31120,9334,128600,19612,131829,1100251,167660,50415,5582,5533,117495,140683,3598705,2130024,16776,NA,50436,38971,85905,NA,4844,6508,103809,5367,NA,NA,5237,6129,NA,NA,2679,NA,19227,97231,70229,4770,5539,NA,NA,34961,62070,306342,429295,291869,NA,NA,21371,37231,83638,NA,NA,2639
